run,Consumer Total Panics,Consumer Liquidity Panics,Consumer Panic Panics,Consumer Estimated Liquidity Withdrawals,Consumer Estimated Panic Withdrawals,Consumer People Seen Panic,Consumers Shocked,Consumer Cash,Consumer Pure Panic,Bank Total Assets,Bank Total Liabilities,Bank Short Term Assets,Bank Long Term Assets,tick,DD Initial Withdrawals,Consumer Partial Shock,Consumer Count,Consumer Total Assets,Bank Failures,Consumer Average Panic Withdrawals,Consumer Seen Panic Proportion,Consumer Estimated Bank Assets,Bank Assets After Initial
254,0.081967213,0.081967213,0,2996010.462,6074594.641,0.491803279,0.508196721,261838.9403,0.06557377,3.55E+07,1.65E+07,3.17E+07,3816752.323,93,2611172.304,0.540983607,61,3.51E+07,0,1991670.374,0,3.00E+07,3.55E+07
254,0.083333333,0.083333333,0,2546863.523,4780374.348,0.183333333,0.466666667,245434.979,0.066666667,3.59E+07,1.30E+07,4214485.991,3.17E+07,105,2322374.315,0.483333333,60,4.40E+07,0,796729.0581,0,4.00E+07,3.59E+07
254,0.06779661,0.06779661,0,3209730.15,4038100.968,0.254237288,0.542372881,269780.3805,0.06779661,5.89E+07,2.62E+07,5.46E+07,4214485.991,117,2661882.285,0.610169492,59,5.52E+07,0,958193.4501,0,4.72E+07,5.89E+07
254,0.06779661,0.06779661,0,2799120.294,8798800.216,0.203389831,0.525423729,151027.4829,0.050847458,5.94E+07,2.07E+07,4784186.364,5.46E+07,129,2584817.462,0.542372881,59,7.04E+07,0,1640454.278,0,6.40E+07,5.94E+07
254,0.068965517,0.068965517,0.017241379,2614352.121,1.20E+07,0.310344828,0.517241379,171277.8945,0.034482759,1.02E+08,4.25E+07,9.69E+07,4784186.364,141,2489244.652,0.5,58,9.02E+07,0,3112686.712,0,7.71E+07,1.02E+08
256,0.34,0.34,0.01,5508297.451,3178365.465,1.47,0.46,2791899.468,0.34,9250756.645,3795000.949,3500755.207,5750001.438,9,3707345.325,0.46,100,1.38E+07,0,2224855.826,0,1.21E+07,9250756.645
256,0.31,0.31,0.13,4891465.398,3662597.091,1.71,0.5,992438.1589,0.18,1.14E+07,5825870.142,7853158.748,3500755.207,21,4176123.332,0.44,100,1.34E+07,0,2490566.022,1.00E-09,1.15E+07,1.14E+07
256,0.275862069,0.275862069,0.126436782,3503860.134,3672766.181,1.436781609,0.482758621,801683.8538,0.183908046,1.10E+07,3982012.184,3137155.196,7853158.748,33,3417574.596,0.448275862,87,1.44E+07,0,2364079.381,1.15E-09,1.31E+07,1.10E+07
256,0.240506329,0.240506329,0.139240506,3531830.688,2823326.195,1.341772152,0.493670886,595844.5664,0.139240506,1.44E+07,7521619.675,1.12E+07,3137155.196,45,3255813.782,0.46835443,79,1.59E+07,0,1894130.232,1.27E-09,1.36E+07,1.44E+07
256,0.154929577,0.154929577,0.042253521,2746502.634,2822290.553,0.690140845,0.394366197,292845.2376,0.098591549,1.48E+07,5275721.692,3515222.603,1.12E+07,57,2170987.989,0.394366197,71,1.88E+07,0,1311768.848,1.41E-09,1.72E+07,1.48E+07
256,0.134328358,0.134328358,0.044776119,2968823.635,3980770.98,0.626865672,0.462686567,364441.3,0.119402985,2.11E+07,1.09E+07,1.76E+07,3515222.603,69,2449713.248,0.52238806,67,2.23E+07,0,1485362.306,1.49E-09,1.89E+07,2.11E+07
256,0.121212121,0.121212121,0.060606061,2449574.723,2732835.908,0.287878788,0.424242424,252377.7517,0.106060606,2.15E+07,7632239.517,3922153.646,1.76E+07,81,2178546.901,0.484848485,66,2.72E+07,0,662505.6747,1.52E-09,2.49E+07,2.15E+07
256,0.153846154,0.153846154,0.061538462,3367150.187,4267091.918,0.553846154,0.553846154,367286.3099,0.092307692,3.25E+07,1.61E+07,2.86E+07,3922153.646,93,3037489.228,0.553846154,65,3.29E+07,0,1772484.335,1.54E-09,2.79E+07,3.25E+07
256,0.098360656,0.098360656,0.032786885,2902573.909,6010749.706,0.62295082,0.557377049,45724.93051,0.032786885,3.29E+07,1.13E+07,4327364.874,2.86E+07,105,2838522.406,0.491803279,61,4.07E+07,0,2660495.772,1.64E-09,3.72E+07,3.29E+07
256,0.087719298,0.087719298,0.01754386,2908492.404,6765226.36,0.526315789,0.543859649,279620.2386,0.070175439,5.33E+07,2.48E+07,4.89E+07,4327364.874,117,2620919.639,0.543859649,57,5.10E+07,0,2729828.18,1.75E-09,4.33E+07,5.33E+07
256,0.071428571,0.071428571,0.017857143,2409761.813,5293449.625,0.267857143,0.464285714,260123.775,0.071428571,5.42E+07,1.82E+07,5306763.472,4.89E+07,129,2114877.732,0.517857143,56,6.52E+07,0,1228836.52,1.79E-09,5.96E+07,5.42E+07
256,0.071428571,0.071428571,0.017857143,1740153.505,1.09E+07,0.428571429,0.392857143,0,0,9.29E+07,4.07E+07,8.76E+07,5306763.472,141,1704149.073,0.321428571,56,8.41E+07,0,4086924.896,1.79E-09,7.16E+07,9.29E+07
258,0.22,0.22,0.01,4196964.457,2306341.965,0.81,0.41,1788326.101,0.22,1.07E+07,4475062.456,4922142.089,5750001.438,9,3289531.81,0.41,100,1.42E+07,0,1107044.143,0,1.25E+07,1.07E+07
258,0.33,0.33,0.13,5527538.867,3378915.132,1.56,0.54,1448192.717,0.25,1.07E+07,6296172.9,5761601.943,4922142.089,21,4706461.661,0.58,100,1.36E+07,0,2297662.29,0,1.16E+07,1.07E+07
258,0.282608696,0.282608696,0.141304348,3951192.329,2808077.049,1.27173913,0.456521739,1064638.623,0.195652174,1.16E+07,3331996.517,5829966.97,5761601.943,33,3496616.805,0.456521739,92,1.45E+07,0,1648219.137,0,1.34E+07,1.16E+07
258,0.273809524,0.273809524,0.130952381,3605898.997,3199591.288,1.238095238,0.428571429,832125.0929,0.202380952,1.34E+07,8115133.226,7532332.259,5829966.97,45,2905371.543,0.464285714,84,1.60E+07,0,1752157.134,0,1.34E+07,1.34E+07
258,0.269230769,0.269230769,0.166666667,3541577.782,3365673.342,1.397435897,0.538461538,632255.8079,0.128205128,1.48E+07,4372082.257,7218489.045,7532332.259,57,3641255.753,0.474358974,78,1.78E+07,0,1941734.621,0,1.64E+07,1.48E+07
258,0.223880597,0.223880597,0.044776119,3751770.507,4699456.895,1.164179104,0.582089552,661650.4928,0.134328358,1.73E+07,1.06E+07,1.00E+07,7218489.045,69,3365153.658,0.567164179,67,2.00E+07,0,2454940.169,0,1.67E+07,1.73E+07
258,0.131147541,0.131147541,0.032786885,2664556.337,3355512.486,0.655737705,0.459016393,227771.66,0.081967213,2.09E+07,5407948.118,1.09E+07,1.00E+07,81,2254559.345,0.459016393,61,2.41E+07,0,1155176.43,0,2.24E+07,2.09E+07
258,0.137931034,0.137931034,0.034482759,2916241.334,3652510.259,0.5,0.534482759,197652.1266,0.103448276,2.62E+07,1.59E+07,1.53E+07,1.09E+07,93,2644363.222,0.551724138,58,2.90E+07,0,1259486.296,0,2.40E+07,2.62E+07
258,0.142857143,0.142857143,0,2574076.049,5242995.991,0.428571429,0.517857143,320956.863,0.107142857,3.23E+07,7896178.124,1.71E+07,1.53E+07,105,2362260.542,0.553571429,56,3.60E+07,0,1591623.783,0,3.36E+07,3.23E+07
258,0.092592593,0.092592593,0.018518519,1981000.633,8452850.125,0.574074074,0.425925926,117673.6333,0.037037037,4.30E+07,2.50E+07,2.60E+07,1.71E+07,117,1788518.01,0.407407407,54,4.57E+07,0,2191479.662,0,3.79E+07,4.30E+07
258,0.078431373,0.078431373,0,2300826.236,6898274.098,0.156862745,0.509803922,146297.8303,0.039215686,5.46E+07,1.26E+07,2.86E+07,2.60E+07,129,2104588.819,0.470588235,51,5.83E+07,0,811561.6587,0,5.44E+07,5.46E+07
258,0.06122449,0.06122449,0,2292812.975,6765621.831,0.326530612,0.551020408,113937.8962,0.040816327,7.33E+07,4.11E+07,4.47E+07,2.86E+07,141,2255425.158,0.530612245,49,7.44E+07,0,1794960.894,0,6.17E+07,7.33E+07
260,0.47,0.47,0.07,6522945.935,3215489.95,1.86,0.54,3801823.959,0.47,7277393.66,3047500.762,1527392.223,5750001.438,9,4670783.818,0.54,100,1.29E+07,0,2282997.865,1.00E-09,1.11E+07,7277393.66
260,0.48,0.48,0.28,5187431.227,3248377.739,2.37,0.53,1633963.719,0.26,9483075.06,4962314.024,7955682.837,1527392.223,21,4555593.626,0.48,100,1.15E+07,0,2696153.523,1.00E-09,9961911.861,9483075.06
260,0.397435897,0.397435897,0.205128205,3670126.519,3220026.656,1.923076923,0.525641026,1018781.744,0.217948718,7916326.315,3062967.87,0,7916326.315,33,3419949.074,0.448717949,78,1.18E+07,0,2146684.437,1.28E-09,1.08E+07,7916326.315
260,0.1875,0.1875,0.0625,2117768.33,1850687.764,0.90625,0.375,394271.4926,0.125,1.29E+07,6279905.425,1.29E+07,0,45,1917747.455,0.40625,64,1.35E+07,0,1156679.853,3.13E-09,1.15E+07,1.29E+07
260,0.233333333,0.233333333,0.1,2778085.293,3037129.291,1.466666667,0.466666667,616650.9124,0.183333333,9624185.833,4244782.099,0,9624185.833,57,2308740.738,0.5,60,1.55E+07,0,2176609.325,3.33E-09,1.41E+07,9624185.833
260,0.245614035,0.245614035,0.087719298,2554769.39,3936890.52,1.421052632,0.456140351,620332.7617,0.175438596,1.50E+07,8789610.668,1.50E+07,0,69,2184864.887,0.50877193,57,1.82E+07,0,2348320.661,3.51E-09,1.54E+07,1.50E+07
260,0.188679245,0.188679245,0.056603774,2488850.425,4106086.245,0.962264151,0.490566038,408718.4491,0.113207547,1.27E+07,5990159.872,0,1.27E+07,81,2209791.931,0.509433962,53,2.18E+07,0,2246726.436,3.77E-09,1.99E+07,1.27E+07
260,0.183673469,0.183673469,0.06122449,2639398.16,5845782.141,1.142857143,0.612244898,317540.3753,0.142857143,2.02E+07,1.28E+07,2.02E+07,0,93,2644886.765,0.632653061,49,2.60E+07,0,3459748.614,4.08E-09,2.20E+07,2.02E+07
260,0.127659574,0.127659574,0.042553191,1640504.302,3522688.383,0.404255319,0.446808511,85658.84513,0.042553191,1.80E+07,8776360.028,0,1.80E+07,105,1758452.894,0.404255319,47,3.26E+07,0,899409.8001,0,2.99E+07,1.80E+07
260,0.046511628,0.046511628,0,2419265.182,3804905.103,0.023255814,0.627906977,0,0,3.03E+07,2.04E+07,3.03E+07,0,117,2356344.12,0.581395349,43,4.07E+07,0,88486.16528,0,3.44E+07,3.03E+07
260,0,0,0,2110796.261,0,0,0.56097561,0,0,2.78E+07,1.38E+07,0,2.78E+07,129,1948869.149,0.56097561,41,5.18E+07,0,1.00E-04,0,4.75E+07,2.78E+07
260,0.024390244,0.024390244,0,1991984.592,7214399.157,0.146341463,0.536585366,72968.89362,0.024390244,4.83E+07,3.31E+07,4.83E+07,0,141,1848612.296,0.536585366,41,6.63E+07,0,1055765.73,0,5.61E+07,4.83E+07
262,0.41,0.41,0.06,6808696.95,3457104.665,1.86,0.53,3306653.663,0.41,7842156.137,3377345.499,2092154.7,5750001.438,9,4601191.637,0.53,100,1.29E+07,0,2454544.312,0,1.12E+07,7842156.137
262,0.36,0.36,0.13,4982558.817,3213520.009,1.64,0.5,1176783.9,0.24,1.03E+07,5092309.45,8168888.042,2092154.7,21,4241128.458,0.5,100,1.20E+07,0,2185193.606,0,1.04E+07,1.03E+07
262,0.397727273,0.397727273,0.193181818,3814881.666,2698222.219,1.568181818,0.409090909,1499790.236,0.340909091,8422718.6,3200455.824,253830.5579,8168888.042,33,2919425.213,0.545454545,88,1.28E+07,0,1686388.887,0,1.17E+07,8422718.6
262,0.34939759,0.34939759,0.204819277,3159516.09,3383079.165,1.807228916,0.481927711,558591.0826,0.144578313,1.31E+07,6625237.375,1.29E+07,253830.5579,45,3245686.948,0.385542169,83,1.38E+07,0,2486359.386,0,1.18E+07,1.31E+07
262,0.242424242,0.242424242,0.121212121,2436046.471,3380588.334,1.272727273,0.424242424,562002.4635,0.181818182,1.08E+07,4127977.269,0,1.08E+07,57,2194381.328,0.46969697,66,1.60E+07,0,1792736.238,0,1.47E+07,1.08E+07
262,0.177419355,0.177419355,0.096774194,2252267.099,2826898.596,0.758064516,0.467741935,310150.5384,0.096774194,1.73E+07,9713144.633,1.73E+07,0,69,2405202.543,0.483870968,62,1.88E+07,0,1231068.743,0,1.58E+07,1.73E+07
262,0.140350877,0.140350877,0.070175439,2182431.285,3937020.167,0.789473684,0.385964912,303623.3791,0.105263158,1.48E+07,5442629.486,0,1.48E+07,81,1679535.461,0.421052632,57,2.31E+07,0,1864904.29,1.75E-09,2.14E+07,1.48E+07
262,0.090909091,0.090909091,0.018181818,2273034.912,3482679.986,0.4,0.472727273,218772.048,0.072727273,2.45E+07,1.52E+07,2.45E+07,0,93,2113513.968,0.527272727,55,2.82E+07,0,1013143.269,1.82E-09,2.35E+07,2.45E+07
262,0.148148148,0.148148148,0,2436291.043,8859458.377,1.148148148,0.444444444,317030.183,0.111111111,2.19E+07,7639923.098,0,2.19E+07,105,1885423.036,0.444444444,54,3.53E+07,0,4429729.189,0,3.29E+07,2.19E+07
262,0.096153846,0.096153846,0.019230769,2022910.983,6719326.478,0.519230769,0.442307692,125466.6907,0.038461538,3.79E+07,2.48E+07,3.79E+07,0,117,1858970.536,0.423076923,52,4.46E+07,0,2584356.338,0,3.70E+07,3.79E+07
262,0.06122449,0.06122449,0,2284338.301,1.46E+07,0.102040816,0.510204082,102266.3576,0.040816327,3.52E+07,1.17E+07,0,3.52E+07,129,2128517.654,0.510204082,49,5.69E+07,0,1492385.785,0,5.33E+07,3.52E+07
262,0.0625,0.0625,0,2487121.823,1.32E+07,0.145833333,0.5625,139724.7649,0.041666667,6.14E+07,4.10E+07,6.14E+07,0,141,2296626.309,0.5625,48,7.25E+07,0,1650981.235,0,5.98E+07,6.14E+07
264,0.32,0.32,0.01,5608658.82,3357227.609,1.68,0.46,2599058.77,0.32,9367466.877,3905930.811,3617465.44,5750001.438,9,3783475.79,0.46,100,1.37E+07,0,2450776.154,0,1.20E+07,9367466.877
264,0.28,0.28,0.13,4021032.1,2529833.177,1.37,0.44,798107.9181,0.17,1.20E+07,5929226.682,8430381.281,3617465.44,21,3548654.23,0.4,100,1.39E+07,0,1872076.551,0,1.21E+07,1.20E+07
264,0.314606742,0.314606742,0.146067416,3554551.71,3323834.511,1.685393258,0.449438202,896182.3638,0.213483146,1.16E+07,4257196.187,3158570.418,8430381.281,33,3307705.672,0.415730337,89,1.53E+07,0,2464866.042,0,1.38E+07,1.16E+07
264,0.2625,0.2625,0.1125,4278032.706,3023598.803,1.2,0.6375,493357.6408,0.1125,1.46E+07,7854094.907,1.14E+07,3158570.418,45,4482470.417,0.5625,80,1.60E+07,0,1851954.267,0,1.35E+07,1.46E+07
264,0.147058824,0.147058824,0.044117647,2783430.471,1982389.324,0.529411765,0.470588235,539627.318,0.102941176,1.42E+07,5032409.84,2721545.756,1.14E+07,57,2623910.716,0.485294118,68,1.84E+07,0,816277.9571,0,1.69E+07,1.42E+07
264,0.169230769,0.169230769,0.015384615,3441536.316,2888622.111,0.784615385,0.569230769,521356.454,0.153846154,2.01E+07,1.05E+07,1.74E+07,2721545.756,69,3022614.548,0.615384615,65,2.11E+07,0,1688732.927,0,1.78E+07,2.01E+07
264,0.15625,0.15625,0.09375,2642521.446,3668295.324,0.578125,0.46875,189868.4194,0.078125,1.99E+07,6762770.347,2535644.151,1.74E+07,81,2527737.726,0.4375,64,2.55E+07,0,1375610.746,0,2.34E+07,1.99E+07
264,0.084745763,0.084745763,0.033898305,2528979.742,3857536.768,0.576271186,0.474576271,107183.3746,0.033898305,3.18E+07,1.60E+07,2.93E+07,2535644.151,93,2249308.754,0.457627119,59,3.14E+07,0,1896077.395,0,2.64E+07,3.18E+07
264,0.017857143,0.017857143,0,2225312.888,4068078.233,0.071428571,0.410714286,39359.93022,0.017857143,3.15E+07,1.03E+07,2265211.336,2.93E+07,105,1932918.929,0.428571429,56,3.95E+07,0,290577.0167,0,3.63E+07,3.15E+07
264,0.017857143,0.017857143,0,2205820.728,4469948.292,0.160714286,0.410714286,51360.1216,0.017857143,5.34E+07,2.55E+07,5.11E+07,2265211.336,117,1829802.324,0.428571429,56,5.01E+07,0,718384.5471,0,4.22E+07,5.34E+07
264,0.035714286,0.035714286,0,2626596.892,7675360.398,0.089285714,0.535714286,130728.1577,0.035714286,5.22E+07,1.66E+07,1068435.409,5.11E+07,129,2488669.528,0.553571429,56,6.38E+07,0,685300.0357,0,5.86E+07,5.22E+07
264,0.053571429,0.053571429,0,2797748.134,1.03E+07,0.357142857,0.517857143,118734.6132,0.035714286,9.15E+07,4.11E+07,9.05E+07,1068435.409,141,2383302.887,0.517857143,56,8.15E+07,0,2771140.555,0,6.88E+07,9.15E+07
266,0.52,0.52,0.07,6996117.174,4027448.486,2.55,0.55,4226985.846,0.52,6787586.258,2760000.69,1037584.821,5750001.438,9,4735429.333,0.55,100,1.28E+07,0,3302507.758,0,1.10E+07,6787586.258
266,0.38,0.38,0.21,4725224.215,2920857.368,1.88,0.51,877558.8138,0.13,1.05E+07,4920324.336,9459113.614,1037584.821,21,4354669.076,0.36,100,1.16E+07,0,2307477.321,0,1.01E+07,1.05E+07
266,0.32,0.32,0.106666667,4171681.625,2236946.983,1.253333333,0.573333333,1183974.652,0.24,7069112.071,3551112.074,0,7069112.071,33,3676402.584,0.573333333,75,1.16E+07,0,1371994.15,0,1.04E+07,7069112.071
266,0.376811594,0.376811594,0.144927536,3435241.321,3662727.955,2.130434783,0.52173913,930940.03,0.246376812,9977498.426,4996835.729,9977498.426,0,45,3017631.273,0.47826087,69,1.22E+07,0,2972648.775,0,1.06E+07,9977498.426
266,0.366666667,0.366666667,0.166666667,3150423.793,2786674.034,1.683333333,0.55,934317.6881,0.25,6969437.151,4260064.153,0,6969437.151,57,2802357.528,0.6,60,1.33E+07,0,1997116.391,0,1.20E+07,6969437.151
266,0.320754717,0.301886792,0.245283019,3536894.932,3835963.597,2.150943396,0.79245283,367999.775,0.113207547,9493025.234,6285491.951,9493025.234,0,69,3684439.257,0.622641509,53,1.39E+07,0,3184573.553,0,1.20E+07,9493025.234
266,0.142857143,0.142857143,0.071428571,2269697.111,1719253.925,0.571428571,0.642857143,129298.1867,0.071428571,6688475.301,5177812.555,0,6688475.301,81,2336524.485,0.595238095,42,1.61E+07,0,695888.4934,0,1.45E+07,6688475.301
266,0.102564103,0.102564103,0.051282051,1414924.747,3067237.215,0.717948718,0.384615385,111614.6426,0.076923077,1.06E+07,8876045.539,1.06E+07,0,93,1210154.152,0.41025641,39,2.00E+07,0,1494295.054,0,1.73E+07,1.06E+07
266,0.078947368,0.078947368,0.026315789,1576464.612,2862188.339,0.578947368,0.447368421,97603.36641,0.052631579,8657460.461,8145675.892,0,8657460.461,105,1369672.905,0.473684211,38,2.51E+07,0,1431094.17,0,2.26E+07,8657460.461
266,0.054054054,0.054054054,0,1349484.884,2967414.276,0.216216216,0.405405405,78980.33079,0.027027027,1.42E+07,1.42E+07,1.42E+07,0,117,1161023.879,0.405405405,37,3.19E+07,0,641603.0868,0,2.75E+07,1.42E+07
266,0,0,0,1638030.054,0,0,0.444444444,0,0,1.25E+07,1.30E+07,0,1.25E+07,129,1245554.013,0.444444444,36,4.09E+07,0,1.00E-04,0,3.69E+07,1.25E+07
266,0.027777778,0.027777778,0,1537948.395,4827995.838,0.111111111,0.472222222,31764.52458,0.027777778,2.08E+07,2.35E+07,2.08E+07,0,141,1381821.699,0.472222222,36,5.25E+07,0,536443.9821,0,4.52E+07,2.08E+07
268,0.21,0.21,0,4224257.139,2205572.311,0.9,0.41,1688168.722,0.21,1.08E+07,4542501.136,5056244.417,5750001.438,9,3255586.861,0.41,100,1.43E+07,0,1279231.941,0,1.25E+07,1.08E+07
268,0.24,0.24,0.1,4070000.283,2637713.367,1.12,0.44,907826.4332,0.2,1.23E+07,6469597.754,7289782.22,5056244.417,21,3575026.962,0.48,100,1.48E+07,0,1740890.822,0,1.27E+07,1.23E+07
268,0.322916667,0.322916667,0.177083333,4705727.742,2954149.789,1.604166667,0.510416667,999264.819,0.229166667,1.23E+07,4425308.217,4960248.472,7289782.22,33,4234739.384,0.5,96,1.56E+07,0,2184839.948,0,1.41E+07,1.23E+07
268,0.298850575,0.298850575,0.126436782,3441597.03,3861660.512,1.344827586,0.436781609,721190.0575,0.172413793,1.54E+07,7927439.731,1.05E+07,4960248.472,45,3144788.039,0.413793103,87,1.76E+07,0,2441279.634,0,1.50E+07,1.54E+07
268,0.184210526,0.184210526,0.092105263,3022253.943,3413721.616,0.881578947,0.486842105,339739.9818,0.092105263,1.67E+07,6234750.265,6210428.646,1.05E+07,57,3054464.487,0.473684211,76,2.02E+07,0,1796695.588,0,1.83E+07,1.67E+07
268,0.188405797,0.188405797,0.028985507,3738250.325,3544901.002,0.913043478,0.579710145,586003.8752,0.144927536,2.14E+07,1.10E+07,1.51E+07,6210428.646,69,3419289.647,0.594202899,69,2.33E+07,0,2157765.827,0,1.98E+07,2.14E+07
268,0.181818182,0.181818182,0.045454545,3390928.392,4491427.952,1.060606061,0.515151515,555416.0258,0.136363636,2.32E+07,8112884.95,8098101.601,1.51E+07,81,2893478.805,0.575757576,66,2.78E+07,0,2926233.363,0,2.53E+07,2.32E+07
268,0.142857143,0.142857143,0.063492063,3041421.933,4337798.357,0.46031746,0.555555556,70744.6459,0.063492063,3.30E+07,1.62E+07,2.49E+07,8098101.601,93,2937265.988,0.492063492,63,3.37E+07,0,1514786.728,0,2.87E+07,3.30E+07
268,0.120689655,0.120689655,0.034482759,3097240.551,5622943.111,0.379310345,0.603448276,240637.8182,0.103448276,3.61E+07,1.22E+07,1.12E+07,2.49E+07,105,3000804.202,0.637931034,58,4.16E+07,0,1745051.31,0,3.78E+07,3.61E+07
268,0.105263158,0.105263158,0.01754386,2190590.257,9206495.26,0.350877193,0.421052632,71201.37166,0.035087719,5.46E+07,2.52E+07,4.34E+07,1.12E+07,117,1950920.209,0.385964912,57,5.29E+07,0,1615174.607,0,4.52E+07,5.46E+07
268,0.056603774,0.056603774,0,2062161.359,9812070.297,0.339622642,0.41509434,81182.52686,0.037735849,6.16E+07,1.98E+07,1.82E+07,4.34E+07,129,1801182.064,0.41509434,53,6.82E+07,0,2777001.028,0,6.21E+07,6.16E+07
268,0.076923077,0.076923077,0.019230769,2510559.514,1.43E+07,0.692307692,0.519230769,134362.7947,0.038461538,9.47E+07,4.19E+07,7.64E+07,1.82E+07,141,2280180.927,0.480769231,52,8.75E+07,0,7126449.366,0,7.46E+07,9.47E+07
270,0.37,0.37,0.04,6064046.18,3711334.084,1.76,0.48,3105774.169,0.37,8592004.398,3621347.042,2842002.96,5750001.438,9,4052222.87,0.49,100,1.35E+07,0,2709273.881,0.01,1.17E+07,8592004.398
270,0.39,0.39,0.19,4994077.726,3269967.952,1.74,0.52,1304449.46,0.23,1.04E+07,5509886.966,7600557.337,2842002.96,21,4390923.057,0.48,100,1.26E+07,0,2158178.848,0,1.08E+07,1.04E+07
270,0.321428571,0.321428571,0.166666667,3495134.621,2824614.096,1.55952381,0.452380952,1013536.251,0.214285714,9798017.256,3607465.73,2197459.92,7600557.337,33,3231441.004,0.476190476,84,1.34E+07,0,2017581.497,0,1.23E+07,9798017.256
270,0.306666667,0.306666667,0.2,3928351.887,3000179.606,1.56,0.546666667,777629.0136,0.226666667,1.24E+07,6591479.045,1.02E+07,2197459.92,45,3628825.758,0.6,75,1.39E+07,0,1920114.948,0,1.18E+07,1.24E+07
270,0.275362319,0.275362319,0.173913043,2964659.34,3880027.965,1.710144928,0.550724638,336171.3058,0.101449275,1.15E+07,4330265.341,1286754.454,1.02E+07,57,3308028.818,0.420289855,69,1.55E+07,0,2586685.31,1.45E-09,1.41E+07,1.15E+07
270,0.105263158,0.105263158,0.01754386,2313173.543,1883966.03,0.403508772,0.456140351,229208.3461,0.087719298,1.74E+07,9019763.459,1.61E+07,1286754.454,69,2159186.479,0.50877193,57,1.81E+07,0,694092.7478,0,1.54E+07,1.74E+07
270,0.142857143,0.142857143,0.071428571,3097785.33,2394019.042,0.571428571,0.607142857,121094.6029,0.035714286,1.53E+07,5889107.849,0,1.53E+07,81,3064103.053,0.517857143,56,2.11E+07,0,940507.481,1.79E-09,1.93E+07,1.53E+07
270,0.08,0.08,0,2093529.056,2844807.802,0.38,0.48,119916.3718,0.04,2.54E+07,1.26E+07,2.54E+07,0,93,2080527.096,0.44,50,2.57E+07,0,910338.4968,2.00E-09,2.18E+07,2.54E+07
270,0.041666667,0.041666667,0,1751764.13,4567663.923,0.1875,0.416666667,0,0,2.33E+07,8931946.265,34326.83854,2.32E+07,105,1656930.416,0.375,48,3.24E+07,0,761277.3206,2.08E-09,2.96E+07,2.33E+07
270,0,0,0,2112357.952,0,0,0.586956522,0,0,3.96E+07,2.00E+07,3.96E+07,34326.83854,117,2319109.419,0.586956522,46,4.03E+07,0,1.00E-04,2.17E-09,3.41E+07,3.96E+07
270,0,0,0,1695293.925,0,0,0.391304348,0,0,3.77E+07,1.40E+07,13905.16348,3.77E+07,129,1406117.11,0.391304348,46,5.19E+07,0,1.00E-04,2.17E-09,4.75E+07,3.77E+07
270,0,0,0,1650510.405,0,0,0.413043478,0,0,6.68E+07,3.29E+07,6.68E+07,13905.16348,141,1495975.924,0.413043478,46,6.67E+07,0,1.00E-04,2.17E-09,5.66E+07,6.68E+07
272,0.4,0.4,0.02,5858938.686,3376219.223,1.66,0.49,3326970.242,0.4,8293150.535,3450000.863,2543149.098,5750001.438,9,4129880.66,0.5,100,1.34E+07,0,2262066.879,0,1.16E+07,8293150.535
272,0.5,0.49,0.23,6335721.731,3137086.073,2.07,0.6,2256997.725,0.31,8665066.049,4993083.583,6121916.951,2543149.098,21,5280606.253,0.56,100,1.16E+07,0,2227331.112,0,9945652.667,8665066.049
272,0.283950617,0.283950617,0.135802469,2986067.483,2223465.865,1.012345679,0.407407407,570542.414,0.197530864,9582215.326,2617780.956,3460298.375,6121916.951,33,2598039.074,0.419753086,81,1.23E+07,0,1235258.814,0,1.15E+07,9582215.326
272,0.27027027,0.27027027,0.148648649,2516265.894,3442112.174,1.324324324,0.459459459,248317.3395,0.121621622,1.22E+07,7291944.436,8788154.241,3460298.375,45,2830265.024,0.364864865,74,1.38E+07,0,1860601.175,0,1.15E+07,1.22E+07
272,0.158730159,0.158730159,0.095238095,1924774.933,2789728.541,1.031746032,0.380952381,185999.9117,0.079365079,1.30E+07,3976630.049,4236743.864,8788154.241,57,1952007.969,0.365079365,63,1.65E+07,0,1594130.595,0,1.53E+07,1.30E+07
272,0.120689655,0.120689655,0,2648980.368,2899018.51,0.534482759,0.465517241,282737.6614,0.103448276,1.75E+07,1.03E+07,1.33E+07,4236743.864,69,2214452.562,0.517241379,58,1.95E+07,0,1149610.789,0,1.63E+07,1.75E+07
272,0.105263158,0.105263158,0.035087719,2372776.009,2519140.991,0.350877193,0.473684211,73589.00641,0.035087719,1.87E+07,5532745.837,5407365.868,1.33E+07,81,2239258.355,0.421052632,57,2.36E+07,0,751322.7519,0,2.19E+07,1.87E+07
272,0.113207547,0.094339623,0.037735849,2800474.183,5196983.311,0.528301887,0.547169811,860563.2674,0.094339623,2.59E+07,1.48E+07,2.05E+07,5407365.868,93,2502466.552,0.566037736,53,2.86E+07,0,1961125.778,0.018867925,2.39E+07,2.59E+07
272,0.076923077,0.076923077,0.019230769,2037071.402,3704586.378,0.346153846,0.480769231,71089.57421,0.038461538,2.86E+07,8411376.314,8123062.119,2.05E+07,105,2137890.313,0.461538462,52,3.55E+07,0,1068630.686,0,3.29E+07,2.86E+07
272,0.06,0.06,0,2338293.538,4079324.657,0.4,0.5,84255.24735,0.02,4.31E+07,2.37E+07,3.50E+07,8123062.119,117,2083074.351,0.46,50,4.47E+07,0,1142210.904,0,3.74E+07,4.31E+07
